name	types	source	description	prerequisites	benefit	normal	special	mythic	combat_trick	url
Profits of Kalistrade		Pathfinder Campaign Setting pg. 73	Your careful investments provide you with liquid assets with which you may gain the use of various items on a temporary basis.	Diplomacy 1 rank, Druma affinity.	By utilizing your mercantile connections, when you gain this feat you acquire a resource pool worth 100 gp. You may add to this resource pool with gold you acquire through adventuring, but once you put it in, it remains a part of your resource pool thereafter. Your resource pool increases by 100 gp at levels 2–5, 500 gp at levels 6–10, 1,000 gp at levels 11–15, and 5,000 gp at levels 16 and up.<br>You may utilize this resource pool in any community of village size or larger by requesting an item (mundane or magical). If the item you request is worth less than the community’s gp limit, you gain it within 1d4 hours. If the item exceeds the community’s gp limit but is less than double the limit, you gain the item within 1d4 days. An item more than twice as expensive as a community’s gp limit is unavailable. For as long as you have the item in your possession, your resource pool is reduced by the amount of the item’s value. If you lose the item or otherwise cannot return it to the resource pool, the pool permanently decreases by the value of the item. A charged item acquired in this way loses a percentage of its value based on the number of charges used, and when returned to the resource pool it reduces the size of the pool an equal amount.<br>Your resource pool is available to you even outside of Druma, but in that case gaining a requested item takes 1 hour longer if below a community’s gp limit or 1 day longer if above.					https://aonprd.com/FeatDisplay.aspx?ItemName=Profits%20of%20Kalistrade
Prophet	Story	Quests and Campaigns pg. 12	The truth has been revealed, and you have been chosen<br>to deliver it.	Ability to cast divine spells, and you<br>must either have received a vision from your god (or<br>another appropriate supernatural entity) or have the<br>Marked by the Gods background (see Ultimate Campaign).	If you are nonevil and worship a nonevil deity,<br>whenever you cast a beneficial spell on an ally you gain a<br>+1 sacred bonus to AC for 1 round per spell level. If you are<br>evil or worship an evil deity, whenever you cast a harmful<br>spell on an enemy you gain a +1 profane bonus to AC for 1<br>round per spell level. Casting a spell on yourself does not<br>count unless it also affects an ally.					https://aonprd.com/FeatDisplay.aspx?ItemName=Prophet
Prophetic Visionary		Ultimate Magic pg. 154	Your oracular abilities give you a glimpse into the future.	Mystery class feature.	Once per day, you can enter a deep trance to receive a vision of the future. The trance lasts for 10 minutes, during which time you can take no other actions. If you are interrupted, you must begin again. When you come out of the trance, you know whether a particular action in the immediate future will bring good or bad results, as an augury spell with a 70% chance of success.			Your precognitive powers aid you further.<br>Prerequisites: Prophetic VisionaryUM.<br>Benefit: You can use Prophetic Visionary’s augury ability at will, spending 10 minutes in a deep trance each time. Your chance of a successful augury increases by 1% per tier. A successful augury made by using this feat also grants you the benefits of guidance, but the bonus is equal to your tier and is an insight bonus instead of a competence bonus.		https://aonprd.com/FeatDisplay.aspx?ItemName=Prophetic%20Visionary
Prosperity and Pride	Story	Pathfinder #131: The Reaper's Right Hand pg. 76	Your family has raised cities and mastered trade, and you seek to do the same.	Be a member of House Corcina, or have the Craftsperson, Inheritance, Well-Connected Friend, or Worldshaker background.	When in a settlement the size of a large city or smaller, you receive a +2 bonus on Appraise checks and Diplomacy checks. If you have 10 or more ranks in one of these skills, the bonus on that skill increases to +4.					https://aonprd.com/FeatDisplay.aspx?ItemName=Prosperity%20and%20Pride
Protective Channel		Inner Sea Gods pg. 215	When you channel energy, Iomedae grants protection against dark forces.	Channel energy 7d6, worshiper of Iomedae.	When you channel positive energy to heal living creatures, you can choose to affect healed creatures with a protection from evil spell (caster level equal to your effective cleric level).					https://aonprd.com/FeatDisplay.aspx?ItemName=Protective%20Channel
Protector of the People	Story	Horror Adventures pg. 91	You have vowed to construct a defender for your community.	Your community has come under persecution and requires considerable defense, or you have the Raiders, the Righting a Wrong, The War, or The Way Things Work background (all of which are found in Ultimate Campaign).	You temporarily gain the Craft Construct feat for the purposes of building one golem to satisfy the goal of this story feat. You do not need to meet Craft Construct’s prerequisites, and it can’t be used as a prerequisite for any other crafting endeavor.					https://aonprd.com/FeatDisplay.aspx?ItemName=Protector%20of%20the%20People
Proxy Summoning		Ranged Tactics Toolbox pg. 12	Creatures you summon can act as proxies to deliver your spells to foes.	Ability to cast conjuration (summoning) spells or a conjuration (summoning) spell-like ability, caster level 5th.	Whenever you cast a touch spell while adjacent to a creature you summoned (including an eidolon), you can have the summoned creature carry the spell’s charge. Once the spell is cast, you and any creature you summon gain the share spells ability (Core Rulebook 52). This feat doesn’t qualify you for feats or other rules options that require you to have an animal companion, familiar, or similar allied creature with the share spells ability.					https://aonprd.com/FeatDisplay.aspx?ItemName=Proxy%20Summoning
Psychic Adept		Occult Adventures pg. 137	You have honed your mind to harness psychic power.	Int 11, Psychic Sensitivity.	You gain the ability to cast a 0-level knack from the psychic class’s spell list. You can cast this spell three times per day as a spell-like ability. The caster level for this ability is equal to your character level, and the save DC is equal to 10 + your Intelligence modifier.		You can choose this feat multiple times, choosing a different knack each time.			https://aonprd.com/FeatDisplay.aspx?ItemName=Psychic%20Adept
Psychic Defender		Occult Adventures pg. 138	You are adept at defending yourself during psychic duels.	Int 13, Psychic Sensitivity or the ability to cast psychic spells or use psychic spell-like abilities, character level 3rd.	Each time you enter a psychic duel, you gain a number of temporary hit points equal to your manifesting level (see Psychic Duels on page 202). These temporary hit points last until the end of the psychic duel.					https://aonprd.com/FeatDisplay.aspx?ItemName=Psychic%20Defender
Psychic Disciple		Occult Adventures pg. 138	You have opened your mind to the more advanced disciplines of basic psychic magic.	Int 13, Psychic Adept, Psychic Sensitivity.	You gain the ability to cast a 1st-level psychic spell from the psychic class’s spell list. You can cast this spell twice per day as a spell-like ability. The caster level for this ability is equal to your character level, and the save DC is equal to 11 + your Intelligence modifier.		You can take this feat multiple times, choosing a different spell each time.			https://aonprd.com/FeatDisplay.aspx?ItemName=Psychic%20Disciple
