archetype	class	feature	type	level	replaces	text	source	url
Sly Saboteur	Rogue	Class Skills			the rogue’s class skills	A sly saboteur adds Survival to her list of class skills instead of Knowledge (dungeoneering).<br>This alters the rogue’s class skills.	Ultimate Wilderness pg. 77	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sly%20Saboteur
Sly Saboteur	Rogue	Scamper	Ex	3	trap sense	At 3rd level, a sly saboteur can move through 5 feet of difficult terrain each round as if it were normal terrain. At 6th level and every 3 levels thereafter, this distance increases by 5 feet (to a maximum of 30 feet at 18th level). This ability allows the sly saboteur to take a 5-foot step into difficult terrain. This ability applies only when she is wearing light armor or no armor and carrying no more than a light load, and it stacks with the Acrobatic Steps and Nimble Moves feats.<br>This replaces trap sense.	Ultimate Wilderness pg. 77	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sly%20Saboteur
Sly Saboteur	Rogue	Catastrophic Failure	Ex	4	uncanny dodge	At 4th level, when a sly saboteur uses Disable Device to rig a device to fail, she can increase the DC of the check by 5. If she does so and succeeds at the check, when the device fails, users take damage equal to the sly saboteur’s sneak attack, or they take half that amount with a successful Reflex save (DC = 10 + half the sly saboteur’s level + her Dexterity modifier). The type of damage depends on the nature of the device but is typically bludgeoning, fire, piercing, or slashing.<br>This replaces uncanny dodge.	Ultimate Wilderness pg. 77	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sly%20Saboteur
Sly Saboteur	Rogue	Disable Magic Device	Su	8	improved uncanny dodge	At 8th level, a sly saboteur can use Disable Device to rig a magic item to fail as if it were an extremely complex device. If the item’s effect is instantaneous, the effect is countered the next time the item is activated, but the activation still consumes a charge or use. If the item’s effect is continuous or has a duration, the effect fails after 1d4 rounds or minutes of use (sly saboteur’s choice). This ends the duration or suppresses a continuous effect for 1d4 rounds (as the spell dispel magic). This ability cannot be used on artifacts.<br>If this ability is combined with the catastrophic failure ability, the resulting damage is untyped magic and is not reduced by damage reduction or energy resistance.<br>This replaces improved uncanny dodge.	Ultimate Wilderness pg. 77	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sly%20Saboteur
Sly Saboteur	Rogue	Rogue Talents				The following rogue talents complement the sly saboteur archetype: cunning trigger, fast stealth, getaway artist, quick disable, quick trapsmith, rogue crawl, trap spotter, wall scramble.	Ultimate Wilderness pg. 77	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sly%20Saboteur
Sly Saboteur	Rogue	Advanced Talents				The following advanced rogue talents complement the sly saboteur archetype: frugal trapsmith, hide in plain sight, knock-out blow, rumormonger, skill mastery, stealthy sniper.	Ultimate Wilderness pg. 77	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sly%20Saboteur
Smuggler	Rogue	Bribery		3	trap sense	An experienced smuggler knows how to smooth over interactions with customs officials. At 3rd level, when dealing with officials working at a checkpoint, conducting an inspection, or performing another such activity, a smuggler can make a Diplomacy check opposed by the presiding official’s Sense Motive check to ensure her contraband makes it through. She gains a +1 bonus on this Diplomacy check. On a successful check, the smuggler pays a small bribe (5d4 gp) to guarantee her cargo remains undisturbed. This bonus rises to +2 when the smuggler reaches 6th level, +3 at 9th level, +4 at 12th level, +5 at 15th level, and +6 at 18th level. This ability replaces trap sense.	Pirates of the Inner Sea pg. 23	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Smuggler
Smuggler	Rogue	Conceal Item			trapfinding	A smuggler adds 1/2 her level on Sleight of Hand checks (minimum +1). A smuggler can use Sleight of Hand to conceal a small item in a container or room, such as the false bottom of a chest or beneath floorboards. Anyone attempting to find an item concealed by a smuggler makes a Perception check opposed by the Sleight of Hand check made by the smuggler when she concealed the object. This ability replaces trapfinding.	Pirates of the Inner Sea pg. 23	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Smuggler
Smuggler	Rogue	Distraction		2	Evasion	A smuggler uses patter and body language to deflect searchers from hidden items. At 2nd level, a smuggler may make a Bluff check opposed by a searcher’s Perception check when a searcher looks for items the smuggler has concealed. If the smuggler’s Bluff check succeeds, the searcher must make a second Perception check and take the lower of the two rolls. This ability replaces Evasion.	Pirates of the Inner Sea pg. 23	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Smuggler
Snare Setter	Rogue	Trapper	Ex	1	sneak attack (but see below)	At 1st level, a snare setter gains Learn Ranger<br>Trap (see page 24) as a bonus feat. In addition to the trap<br>granted by this feat, he learns how to construct the tripwire<br>trap for free. For the purposes of this feat, he’s considered<br>a ranger of his snare setter level, and uses his Intelligence<br>in place of Wisdom to determine uses per day and the DC<br>of his ranger traps. Whenever the snare setter could learn<br>a new rogue trick, he may instead learn a new ranger trap.<br>This ability replaces sneak attack (but see below).	Kobolds of Golarion pg. 23	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Snare%20Setter
Snare Setter	Rogue	Trapsmithing	Ex		trapfinding	A snare setter gains a bonus on<br>Perception skill checks to detect traps and on Craft (traps)<br>checks equal to 1/2 his snare setter level. He can use Craft<br>(traps) in place of Disable Device to disarm traps, including<br>magical traps.<br>This ability replaces trapfinding.	Kobolds of Golarion pg. 23	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Snare%20Setter
Snare Setter	Rogue	Deadly Traps	Ex	3		At 3rd level, the snare setter’s traps<br>deal an additional 1d6 points of damage on the first round<br>they’re activated. This damage is of the same type the trap<br>normally deals. Traps that don’t deal damage are unaffected<br>by this ability. This additional damage increases by 1d6<br>points every 4 levels beyond 3rd (7th, 11th, 15th, and 19th).	Kobolds of Golarion pg. 23	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Snare%20Setter
Snare Setter	Rogue	Sneak Attack	Su	5		At 5th level, the snare setter gains<br>sneak attack +1d6. This functions as the rogue ability of<br>the same name, but the damage increases by 1d6 every 4<br>levels after 5th (9th, 13th, and 17th).	Kobolds of Golarion pg. 23	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Snare%20Setter
Snare Setter	Rogue	Master Snare Setter	Ex	20	master strike	At 20th level, the snare setter<br>can attach one of a rogue’s master strike effects to a trap<br>he creates. When the trap is triggered, the subject makes<br>an additional Fortitude save at the same DC as the trap<br>to avoid this effect. A snare setter can have only one trap<br>affected by this ability active at any time. He may remove<br>this ability from a trap at any range as a free action.<br>This ability replaces master strike.	Kobolds of Golarion pg. 23	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Snare%20Setter
Snare Setter	Rogue	Rogue Talents				The following rogue talents complement<br>the snare setter archetype: camouflage, cunning trigger,<br>fast stealth, sniper’s eye.	Kobolds of Golarion pg. 23	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Snare%20Setter
Sniper	Rogue	Accuracy	Ex	1	trapfinding	At 1st level, a sniper halves all range increment penalties when making ranged attacks with a bow or crossbow. This ability replaces trapfinding.	Advanced Player's Guide pg. 134	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sniper
Sniper	Rogue	Deadly Range	Ex	3	trap sense	At 3rd level, a sniper increases the range at which she can apply her sneak attack damage by 10 feet. This range increases by 10 feet for every 3 levels after 3rd. This ability replaces trap sense.	Advanced Player's Guide pg. 134	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sniper
Sniper	Rogue	Rogue Talents				The following rogue talents complement the sniper archetype: camouflage, snap shot, sniper’s eye, and weapon training*.	Advanced Player's Guide pg. 134	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sniper
Sniper	Rogue	Advanced Talents				The following advanced rogue talents complement the sniper archetype: defensive roll*, master of disguise, and stealthy sniper.	Advanced Player's Guide pg. 134	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sniper
Snoop	Rogue	Inspiration	Ex	1	trapfinding and evasion	At 1st level, a snoop gains an ability similar to the investigator’s inspiration class ability (Pathfinder RPG Advanced Class Guide 31). The snoop begins with an inspiration pool equal to half her rogue level plus her Intelligence modifier (minimum of 1). Unlike an investigator, a snoop can only use inspiration on skill checks, not on attack rolls or saving throws. This ability is otherwise identical to the investigator class ability of the same name.<br>This ability replaces trapfinding and evasion.	Ultimate Intrigue pg. 47	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Snoop
Snoop	Rogue	Investigator Talents	Ex	2		Beginning at 2nd level, and each time she selects a new rogue talent, a snoop can instead select one of the following investigator talents (Advanced Class Guide 32–33) eidetic recollection, empathy, hidden agendas, inspired alertness, inspired intimidator, item lore, or underworld inspiration. Her effective investigator level for the purpose of these talents is equal to her rogue level. She still can’t use inspiration on attack rolls or saving throws (so, for instance, she can’t use the second part of hidden agendas).	Ultimate Intrigue pg. 47	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Snoop
Snoop	Rogue	Uncanny Snoop	Ex	4	uncanny dodge and improved uncanny dodge	At 4th level, a snoop gains a +2 bonus on Intimidate checks when trying to force an opponent to give her information (or Bluff and Diplomacy checks for the same purpose if she has the coax informationAPG rogue talent). She also gains a +2 bonus on Sense Motive checks to tell if someone’s information is false. At 8th level, these bonuses increase to +4.<br>This ability replaces uncanny dodge and improved uncanny dodge.	Ultimate Intrigue pg. 47	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Snoop
Snoop	Rogue	Master of Whispers	Ex	8	the rogue talent gained at 8th level	At 8th level, a snoop receives the rumormongerUC advanced rogue talent.<br>This ability replaces the rogue talent gained at 8th level.	Ultimate Intrigue pg. 47	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Snoop
Snoop	Rogue	Rogue Talents				The following rogue talents complement the snoop archetype: black market connectionsUC, coax informationAPG, fast stealth, follow cluesAPG, and strong impressionAPG (as well as certainty for an unchained rogue).	Ultimate Intrigue pg. 47	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Snoop
Snoop	Rogue	Advanced Talents				The following advanced rogue talents complement the snoop archetype: hard mindedUC, hidden mind, skill mastery, and thoughtful re-examiningAPG (as well as cutting edge for an unchained rogue).	Ultimate Intrigue pg. 47	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Snoop
