feat	req_type	req_value
Draconic Paragon	feat	Draconic Aspect
Draconic Paragon	feat	Draconic Breath
Draconic Paragon	feat	Draconic Glide
Draconic Paragon	level	character level 10th
Draconic Paragon	other	kobold
Dragon Discipline	ability	Wis 17
Dragon Discipline	other	base will save +10
Dragon Discipline	other	any lawful alignment
Dragon Discipline	other	dragon type
Dragon Gold Crown	skill	Knowledge (arcana) 5 ranks
Dragon Gold Crown	skill	Survival 5 ranks
Dragonbane Aura	feat	Aura of courage class feature
Dragonbane Aura	caster_level	caster level 8th
Dragoncrafting	skill	Craft (any) 5 ranks
Dragoncrafting	skill	Knowledge (arcana) 3 ranks
Dragonheart	skill	Knowledge (arcana) 1 rank
Dreamed Secrets	feat	Ability to cast divine spells
Dreamed Secrets	caster_level	caster level 7th
Dreamed Secrets	other	worshiper of a Great Old One or Outer God
Dreamwalker	ability	Cha 17
Dreamwalker	feat	Lucid Dreamer
Dreamwalker	feat	Practiced Dreamer
Dreamwalker	skill	Knowledge (planes) 10 ranks
Drow Nobility	feat	Able to use drow spell-like abilities
Drow Nobility	other	drow
Drow Spirit	feat	Half-elf
Druidic Decoder	skill	Linguistics 1 rank
Druidic Decoder	other	cannot be a druid
Drunken Sing-Along	skill	Diplomacy 1 rank
Drunken Sing-Along	skill	Performance (sing) 1 rank
Dual Enhancement	feat	Two-Weapon Fighting
Dual Enhancement	other	divine bond (weapon) or sacred weapon class feature
Dwarf Blooded	feat	Oread
Eagle Eyes	ability	Wis 13
Eagle Eyes	other	keen senses racial trait
Eagle-Eyed	skill	Perception 3 ranks
Earth Magic	level	Ability to cast 1st-level spells
Earth Magic	other	favored terrain class feature
Earthtouched	ability	Cha 15
Earthtouched	other	stone giant
Echoes of Stone	feat	Oread
Echoes of the First World	skill	Knowledge (nature) 2 ranks
Echoes of the First World	other	gnome subtype
Eclectic	feat	Human
Eclipse Strike	feat	Tiefling
Eclipse Strike	other	darkness racial spell-like ability
Edge Runner	ability	Dex 13
Eerie Sense	feat	Ability to cast detect undead or detect evil as a spell or spell-like ability
Eerie Sense	other	worshiper of Pharasma
Eerily Centered	feat	Bleachling racial trait
Eerily Centered	other	gnome
Efficient Focus Shift	level	Occultist level 7th
Effortless Trickery	feat	Gnome
Eldritch Aid	caster_level	Caster level 1st
Eldritch Assault	feat	Blind-Fight
Eldritch Assault	feat	Improved Initiative
Eldritch Heritage	ability	Cha 13
Eldritch Heritage	feat	Skill Focus with the class skill of bloodline selected for this feat (see below)
Eldritch Heritage	level	character level 3rd
Electric Discharge	feat	Arcane Strike
Electric Discharge	level	ability to cast a 1st-level or higher spell with the electricity descriptor
Elemental Channel	feat	Channel energy class feature
Elemental Claws	ability	Con 13
Elemental Claws	ability	Wis 13
Elemental Claws	bab	base attack bonus +8
Elemental Claws	other	wild shape class feature
Elemental Commixture	caster_level	Caster level 1st
Elemental Jaunt	level	Character level 15th
Elemental Jaunt	other	ifrit
Elemental Jaunt	other	oread
Elemental Jaunt	other	sylph
Elemental Jaunt	other	or undine
Elemental Ki	feat	Brawler’s flurry or flurry of blows class feature
Elemental Ki	other	burn class feature
Elemental Ki	other	kinetic fist wild talent
Elemental Ki	level	kineticist level 4th
Elemental Knowledge	feat	Expanded element class feature
Elemental Overload	feat	Elemental overflow class feature
Elemental Overload	level	kineticist level 15th
Elemental Vigor	feat	Worshiper of an elemental lord
Elf-Magic Defense	feat	Favored enemy class feature
Elf-Magic Defense	other	hobgoblin
Elusive Redirection	feat	Elusive target class feature
Elusive Redirection	feat	Combat Expertise
Elusive Redirection	feat	Improved Unarmed Strike
Elusive Redirection	level	flowing monk level 12th
Elven Spirit	feat	Half-elf
Emergency Attunement	skill	Spellcraft 7 ranks
Emotional Conduit	feat	Shared consciousness class feature
Empath	feat	Psychic Sensitivity or ability to cast psychic spells
Empath	skill	Perception 1 rank or Sense Motive 1 rank
Empathy	ability	Cha 13
Empathy	other	android
Empower Spell-Like Ability	caster_level	Spell-like ability at caster level 6th or higher
Empowered Daemonic Pact	feat	Urdefhan
Empty Threats	skill	Bluff 5 ranks
Encouraging Spell	ability	Cha 13
Encouraging Spell	skill	Diplomacy 6 ranks
Enduring Might	feat	Gather Might
Enduring Might	other	gather power class feature
Enduring Might	level	kineticist level 8th
Energized Wild Shape	ability	Wis 19
Energized Wild Shape	bab	base attack bonus +6
Energized Wild Shape	other	wild shape class feature
Energy Channel	feat	Channel energy class feature
Energy Channel	feat	Air
Energy Channel	feat	Earth
Energy Channel	feat	Fire
Energy Channel	other	or Water domain or blessing
Energy Mastery	skill	Use Magic Device 1 rank
Energy Mastery	other	base Fortitude save bonus +4
Enhanced Coven	feat	Changeling
Enhanced Coven	other	coven hex or Coven-Touched
Enhanced Gnome Magic	ability	Cha 13
Enhanced Gnome Magic	skill	Knowledge (nature) 3 ranks
Enhanced Gnome Magic	other	gnome
Enhanced Gnome Magic	other	gnome magic racial trait
Enlightened Noble	ability	Cha 13
Enlightened Noble	feat	Noble ScionISWG
Enlightened Noble	skill	Knowledge (nobility) 1 rank
Ennobled Resistances	feat	Investiture class feature
Ennobled Resistances	level	character level 4th
Ensemble	skill	Perform 5 ranks
Entwining Stare	level	Mesmerist level 7th
Entwining Stare	other	painful stare class feature
Ephemeral Tread	ability	Cha 15
Ephemeral Tread	feat	Lucid Dreamer
Ephemeral Tread	skill	Knowledge (planes) 5 ranks
Esoteric Advantage	skill	Knowledge (arcana, dungeoneering, local, nature, planes, or religion) 3 ranks
Esoteric Linguistics	feat	Skill Focus (Linguistics)
Eternal Enmity	skill	Knowledge 3 ranks (see special)
Eternal Enmity	other	hatred racial trait
Evolved Companion	ability	Cha 13
Evolved Companion	other	animal companion class feature
Evolved Familiar	ability	Int 13
Evolved Familiar	ability	Cha 13
Evolved Familiar	other	familiar class feature
Evolved Summoned Monster	feat	Augmented Summoning
Evolved Summoned Monster	feat	Spell Focus (conjuration)
Evolved Summoned Monster	other	ability to cast summon monster I
Exceptional Aid	feat	Bonded Mind
Exorcising Mutilation	ability	Con 15
Exorcising Mutilation	feat	Clarity of Pain
Exorcising Mutilation	feat	Improved Iron Will
Exorcising Mutilation	feat	Iron Will
Expanded Arcana	caster_level	Caster level 1st
Expanded Arcana	other	see Special
Expanded Enhance Arrows	feat	Enhance arrows class feature
Expanded Fiendish Resistance	feat	Tiefling
Expanded Metakinesis	feat	Kinetic blastOA class feature
Expanded Metakinesis	other	metakinesisOA class feature
Expanded Phrenic Pool	feat	Phrenic pool class feature
Expanded Preparation	level	Arcanist level 1st
Expanded Resistance	feat	Gnome
Expanded Resistance	other	illusion resistance racial trait
Expanded Spell Kenning	feat	Spell kenning class feature
Expanded Studies	ability	Wis 17
Expanded Studies	level	hunter or warpriest level 16th
Expanded Summon Monster	feat	Ability to cast a summon monster spell
Expansive Trap Ability	feat	Ability to use ranger traps (Pathfinder RPG Ultimate Magic 64) or land mines (Pathfinder Player Companion: Dungeoneer’s Handbook 23)
Expeditious Sleuth	skill	Perception 3 ranks
Expeditious Sleuth	other	inspirationACG or lore master class feature
Experienced Ghost Hunter	level	Character level 7th
Experienced Ghost Hunter	other	duskwalker
Experienced Ghost Hunter	other	ghost hunter racial trait
Experienced Vagabond	skill	Bluff 2 ranks
Experienced Vagabond	skill	Knowledge (local) 2 ranks
Experienced Vagabond	other	member of an underclass
Experimental Spellcaster	feat	Ability to cast spells
Expert Boarder	feat	Affiliated with the Gray Corsairs
Expert Cartographer	skill	Craft (maps) 3 ranks
Expert Driver	feat	Skilled Driver with the selected vehicle type
Expert Explorer	skill	Knowledge (nature) or Survival 5 ranks
Expert Salvager	skill	Craft (any) 2 ranks
Expert Salvager	skill	Spellcraft 2 ranks
Exploit Lore	feat	Monster lore class feature
Exploit Lore	bab	base attack bonus +11
Expressionless	feat	Wyrwood
Exquisite Sneak	ability	Dex 15
Exquisite Sneak	feat	Careful Sneak
Exquisite Sneak	skill	Stealth 6 ranks
Extend Resonant Power	caster_level	Caster level 7th
Extend Resonant Power	other	mental focus class feature
Extended Animal Focus	feat	Animal focus class feature
Extended Aspects	feat	Shifter aspect class feature
Extended Bane	feat	Bane class feature
Extended Scrying	feat	Ability to cast a spell of the scrying subschool
Extended Stare	feat	Hypnotic stare class feature
Extra Amplification	feat	Phrenic amplification class feature
Extra Arcana	feat	Magus arcana class feature
Extra Arcane Pool	feat	Arcane pool class feature
Extra Arcanist Exploit	feat	Arcanist exploit class feature
Extra Bane	feat	Bane class feature
Extra Blood Hex	ability	Int 15
Extra Blood Hex	other	two or more blood hex feats
Extra Blood Hex	skill	Spellcraft 5 ranks
Extra Blood Hex	skill	Use Magic Device 5 ranks
Extra Bombs	feat	Bomb class feature
Extra Cantrips or Orisons	feat	Ability to cast cantrips or orisons
Extra Channel	feat	Channel energy class feature
Extra Contingency	level	Character level 19th
Extra Croaking	feat	Boggard
Extra Croaking	other	terrifying croak
Extra Crystalline Dust	feat	Aphorite
Extra Crystalline Dust	other	crystalline dust racial trait
Extra Death Vow	feat	Death vow class feature
Extra Discovery	feat	Discovery class feature
Extra Elemental Assault	feat	Suli
Extra Evolution	feat	Eidolon class feature
Extra Feature	ability	Con 13
Extra Feature	other	skinwalker
Extra Focus Power	feat	Focus power class feature
Extra Gnome Magic	ability	Cha 13
Extra Gnome Magic	feat	Gnome
Extra Grit	feat	Grit class feature or the Amateur Gunslinger feat
Extra Hex	feat	Hex class feature
Extra Inspiration	feat	Amateur Investigator or inspiration class feature
Extra Investigator Talent	feat	Investigator talent class feature
Extra Investiture Points	feat	Investiture class feature
Extra Item Slot	feat	Non-humanoid body shape
Extra Ki	feat	Ki pool class feature
Extra Lay on Hands	feat	Lay on hands class feature
Extra Light and Dark	feat	Light and dark racial trait
Extra Light and Dark	other	wayang
Extra Martial Flexibility	feat	Martial flexibility class feature
Extra Mental Focus	feat	Mental focus class feature
Extra Mercy	feat	Lay on hands class feature
Extra Mercy	other	mercy class feature
Extra Mesmerist Tricks	feat	Mesmerist trick class feature
Extra Ninja Trick	feat	Ninja trickUC class feature
Extra Panache	feat	Amateur Swashbuckler or panache class feature
Extra Rage Power	feat	Rage power class feature
Extra Rage	feat	Rage class feature
Extra Ranger Trap	feat	Trap class feature
Extra Reservoir	feat	Arcane reservoir class feature
Extra Revelation	feat	Revelation class feature
Extra Rogue Talent	feat	Rogue talent class feature
Extra Shadow Jump	feat	Shadow jump shadowdancer class feature
Extra Slayer Talent	feat	Slayer talent class feature
Extra Spell Synthesis	feat	Spell synthesis class feature
Extra Spontaneous Spell Mastery	feat	Magaambyan arcanist spontaneous spell mastery class feature
Extra Summons	feat	Ability to cast summon monster as a spell-like ability
Extra Summons	other	summoner 1st
Extra Surge	ability	Con 13
Extra Surge	other	nanite surge ability
Extra Touch Treatment	feat	Touch treatment class feature
Extra Variance	feat	Channeling Variance or variant channeling ability
Extra Variance	other	channel energy class feature
Extra Vested Power	feat	Vested power class feature
Extra Wild Talent	level	Kineticist level 6th
Extra Word	caster_level	Caster level 1st
Extra Word	other	ability to cast wordspells
Extra Word	other	see Special
Extraplanar Conjunction	feat	Any racial spell-like ability
Extraplanar Conjunction	other	outsider
Eye for Ingredients	feat	Eschew Materials
Eye for Ingredients	skill	Appraise 6 ranks
Eye for Ingredients	skill	Spellcraft 6 ranks
Eye of the Arclord	skill	Knowledge (arcana) 4 ranks
Eye of the Arclord	other	ability to cast arcane spells
Eyes of Judgment	feat	Detect alignment class feature
Eyes of Judgment	caster_level	caster level 6th
Eyes of the Purge	feat	Ability to cast detect magic as a spell or spell-like ability
Eyes of the Twilight	feat	Sharp SensesAPG
Eyes of the Twilight	skill	Perception 7 ranks
Eyes of the Twilight	other	keen senses racial trait
Eyes of the Twilight	other	low-light vision
Fabulist	feat	Amateur GunslingerUC feat or grit class feature
Fall Guy	skill	Bluff 1 rank
False Casting	feat	Magical Aptitude
False Casting	skill	Bluff 1 rank
False Casting	skill	Sleight of Hand 1 rank
False Focus	skill	Knowledge (religion) 1 rank
False Focus	other	ability to cast arcane spells
False Trail	skill	Survival 3 ranks
Familiar Bond	feat	Iron Will
Familiar Focus	feat	Familiar
Familiar Spell	feat	Spellcaster with familiar class feature
Famine Tolerance	feat	Moroi or nosferatu
Fanged Crown Massacre	feat	BodyguardAPG
Fanged Crown Massacre	feat	Combat Reflexes
Fanged Crown Massacre	skill	Perform (oratory) 3 ranks
Fanged Crown Massacre	other	any evil alignment
Far-Roaming Familiar	ability	Intelligence 13
Far-Roaming Familiar	other	must have a familiar
Fascination Jinx	feat	Bardic performance class feature
Fascination Jinx	feat	Halfling Jinx trait
Fast Change	ability	Dex 13
Fast Change	bab	base attack bonus +6
Fast Change	other	skinwalker
Fast Drinker	ability	Con 18
Fast Drinker	other	drunken ki class feature
Fast Empathy	skill	Handle Animal 5 ranks
Fast Empathy	other	wild empathy class feature
Fast Healer	ability	Con 13
Fast Healer	feat	Diehard
Fast Healer	feat	Endurance
Fast Learner	ability	Int 13
Fast Learner	other	human
Fateful Channel	feat	Channel positive energy 3d6
Fateful Channel	other	worshiper of Pharasma
Favor of the Empress of Torrents	feat	Worshiper of Lysianassa or pearl seeker paladin
Favor of the Empress of Torrents	level	character level 5th
Favored Animal Focus	feat	Animal companion class feature
Favored Animal Focus	other	animal focus class feature
Favored Community	skill	Knowledge (local) 2 ranks
Favored Community	other	must have lived in the settlement for at least 1 year
Favored Defense	feat	Favored enemy class feature
Favored Enemy Spellcasting	feat	Ability to cast spells
Favored Judgment	ability	Wis 13
Favored Judgment	other	judgment class feature
Fear Eater	ability	Cha 13
Fear Eater	feat	Iron Will
Fear Eater	other	have no immunity to fear effects
Fearless Aura	feat	Aura of courage class feature
Fearless Aura	caster_level	caster level 8th
Fearless Curiosity	ability	Cha 13
Fearless Curiosity	other	human
Fearsome Spell-Like Ability	caster_level	Spell-like ability at caster level 6th or higher
Feign Curse	feat	Deceitful
Feign Curse	skill	Bluff 5 ranks
Feign Curse	skill	Spellcraft 1 rank
Feline Grace	ability	Dexterity 13
Feline Grace	other	catfolk
Ferocious Action	feat	Ferocity racial trait
Ferocious Action	other	orc
Ferocious Horde	feat	Orc
Ferocious Horde	other	ferocity racial trait
Ferocious Resolve	ability	Con 13
Ferocious Resolve	other	half-orc
Ferocious Resolve	other	orc ferocity racial trait
Ferocious Summons	feat	Augment Summoning
Ferocious Summons	feat	Spell Focus (conjuration)
Ferocious Summons	other	half-orc or orc
Fetid Breath	ability	Con 15
Fetid Breath	feat	Corrupted Flesh
Fetid Breath	other	6 HD
Fetid Breath	other	ogre
Fey Foundling	level	You may only select this feat at 1st level
Fey Friend	feat	Worshiper of one of the Eldest
Fey Insight	ability	Wis 13
Fey Insight	skill	Knowledge (nature) or Knowledge (planes) 2 ranks
Fey Performance	feat	Bardic performance class ability
Fey Spell Lore	ability	Cha 13
Fey Spell Lore	skill	Spellcraft 1 rank
Fey Spell Lore	other	ability to cast druid spells
Fey Spell Versatility	ability	Cha 13
Fey Spell Versatility	skill	Spellcraft 1 rank
Fey Spell Versatility	other	ability to cast ranger spells
