veil	veil_list
Orbital Force	Soulforge
Pact Binder's Pendant	Guru
Pact Binder's Pendant	Lunar
Pact Binder's Pendant	Promethean
Pact Binder's Pendant	Radiant
Pact Binder's Pendant	Vizier
Paradox Diadem	Guru
Paradox Diadem	Huay
Paradox Diadem	Nexus
Paradox Diadem	Promethean
Paradox Diadem	Radiant
Paradox Diadem	Stormbound
Paradox Diadem	Vizier
Paradox Diadem	Volur
Parasol of the Drifting Bloom	Eclipse
Parasol of the Drifting Bloom	Guru
Parasol of the Drifting Bloom	Huay
Parasol of the Drifting Bloom	Kheshig
Parasol of the Drifting Bloom	Soulforge
Parasol of the Drifting Bloom	Volur
Parter of Shrouds	Daevic
Parter of Shrouds	Guru
Parter of Shrouds	Helmsman
Parter of Shrouds	Huay
Parter of Shrouds	Kheshig
Parter of Shrouds	Nexus
Parter of Shrouds	Promethean
Parter of Shrouds	Stormbound
Parter of Shrouds	Vizier
Parter of Shrouds	Volur
Pasha's Crushing Gauntlets	Daevic
Pasha's Crushing Gauntlets	Huay
Pasha's Crushing Gauntlets	Nexus
Pasha's Crushing Gauntlets	Stormbound
Patrolman's Greatcloak	Daevic
Patrolman's Greatcloak	Eclipse
Patrolman's Greatcloak	Guru
Patrolman's Greatcloak	Kheshig
Patrolman's Greatcloak	Nexus
Patrolman's Greatcloak	Stormbound
Perihelion Pauldrons	Daevic
Perihelion Pauldrons	Lunar
Perihelion Pauldrons	Nexus
Perihelion Pauldrons	Vizier
Perihelion Pauldrons	Volur
Personal Protective Equipment	Daevic
Personal Protective Equipment	Eclipse
Personal Protective Equipment	Guru
Personal Protective Equipment	Helmsman
Personal Protective Equipment	Huay
Personal Protective Equipment	Kheshig
Personal Protective Equipment	Lunar
Personal Protective Equipment	Nexus
Personal Protective Equipment	Promethean
Personal Protective Equipment	Radiant
Personal Protective Equipment	Rajah
Personal Protective Equipment	Soulforge
Personal Protective Equipment	Stormbound
Personal Protective Equipment	Vizier
Personal Protective Equipment	Volur
Pestilence Cloak	Eclipse
Pestilence Cloak	Helmsman
Pestilence Cloak	Huay
Pestilence Cloak	Nexus
Pestilence Cloak	Promethean
Pestilence Cloak	Vizier
Pestilence Cloak	Volur
Pestilence Cloak (Retold)	Eclipse
Pestilence Cloak (Retold)	Helmsman
Pestilence Cloak (Retold)	Huay
Pestilence Cloak (Retold)	Nexus
Pestilence Cloak (Retold)	Promethean
Pestilence Cloak (Retold)	Stormbound
Pestilence Cloak (Retold)	Vizier
Pestilence Cloak (Retold)	Volur
Pestilent Doctor's Mask	Guru
Pestilent Doctor's Mask	Huay
Pestilent Doctor's Mask	Nexus
Pestilent Doctor's Mask	Promethean
Pestilent Doctor's Mask	Stormbound
Pestilent Doctor's Mask	Vizier
Pestilent Doctor's Mask	Volur
Petalstep Soles	Eclipse
Petalstep Soles	Guru
Petalstep Soles	Helmsman
Petalstep Soles	Huay
Petalstep Soles	Kheshig
Phantasmal Gleam	Guru
Phantasmal Gleam	Nexus
Phantasmal Gleam	Promethean
Phantasmal Gleam	Radiant
Phantasmal Gleam	Vizier
Phantasmal Gleam	Volur
Phase Weave Vest	Eclipse
Phase Weave Vest	Guru
Phase Weave Vest	Helmsman
Phase Weave Vest	Kheshig
Phase Weave Vest	Lunar
Piercing Salvo	Daevic
Piercing Salvo	Helmsman
Piercing Salvo	Nexus
Piercing Salvo	Soulforge
Piercing Salvo	Stormbound
Piercing Salvo	Vizier
Pincer Arms	Helmsman
Pincer Arms	Huay
Pincer Arms	Nexus
Pincer Arms	Promethean
Pincer Arms	Stormbound
Pincer Arms	Vizier
Pit Fiend's Shroud	Eclipse
Pit Fiend's Shroud	Helmsman
Pit Fiend's Shroud	Nexus
Pit Fiend's Shroud	Vizier
Plaguebringer Gauntlets	Daevic
Plaguebringer Gauntlets	Eclipse
Plaguebringer Gauntlets	Guru
Plaguebringer Gauntlets	Helmsman
Plaguebringer Gauntlets	Huay
Plaguebringer Gauntlets	Kheshig
Plaguebringer Gauntlets	Nexus
Plaguebringer Gauntlets	Promethean
Plaguebringer Gauntlets	Volur
Plaguebringer Gauntlets (Retold)	Daevic
Plaguebringer Gauntlets (Retold)	Eclipse
Plaguebringer Gauntlets (Retold)	Guru
Plaguebringer Gauntlets (Retold)	Helmsman
Plaguebringer Gauntlets (Retold)	Huay
Plaguebringer Gauntlets (Retold)	Kheshig
Plaguebringer Gauntlets (Retold)	Nexus
Plaguebringer Gauntlets (Retold)	Promethean
Plaguebringer Gauntlets (Retold)	Volur
Plate of the Mountain	Daevic
Plate of the Mountain	Kheshig
Pneumatic Module	Radiant
Polar Snowshoes	Helmsman
Polar Snowshoes	Huay
Polar Snowshoes	Stormbound
Polar Snowshoes	Vizier
Polar Snowshoes	Volur
Polar Snowshoes (Retold)	Helmsman
Polar Snowshoes (Retold)	Huay
Polar Snowshoes (Retold)	Nexus
Polar Snowshoes (Retold)	Stormbound
Polar Snowshoes (Retold)	Vizier
Polar Snowshoes (Retold)	Volur
Poltergeist's Grasp	Daevic
Poltergeist's Grasp	Eclipse
Poltergeist's Grasp	Guru
Poltergeist's Grasp	Helmsman
Poltergeist's Grasp	Huay
Poltergeist's Grasp	Nexus
Poltergeist's Grasp	Promethean
Poltergeist's Grasp	Radiant
Poltergeist's Grasp	Stormbound
Poltergeist's Grasp	Vizier
Poltergeist's Grasp	Volur
Pooling Black	Eclipse
Pooling Black	Helmsman
Pooling Black	Promethean
Pooling Black	Vizier
Pooling Black (Retold)	Eclipse
Pooling Black (Retold)	Helmsman
Pooling Black (Retold)	Promethean
Pooling Black (Retold)	Vizier
Pouncing Talons	Daevic
Pouncing Talons	Huay
Pouncing Talons	Promethean
Pouncing Talons	Stormbound
Powderjinxed Flintlock	Helmsman
Powderjinxed Flintlock	Kheshig
Powderjinxed Flintlock	Nexus
Powderjinxed Flintlock	Soulforge
Powderjinxed Flintlock	Stormbound
Powderjinxed Flintlock	Vizier
Prayer of the Mantis	Huay
Prayer of the Mantis	Promethean
Prayer of the Mantis	Stormbound
Precept Scars	Guru
Presence of the Void	Eclipse
Presence of the Void	Nexus
Presence of the Void	Promethean
Presence of the Void	Vizier
Priestess' Clasp of Rebirth	Guru
Priestess' Clasp of Rebirth	Huay
Priestess' Clasp of Rebirth	Promethean
Priestess' Clasp of Rebirth	Radiant
Priestess' Clasp of Rebirth	Vizier
Priestess' Clasp of Rebirth	Volur
Priming Touch	Guru
Priming Touch	Helmsman
Priming Touch	Nexus
Priming Touch	Radiant
Priming Touch	Vizier
Priming Touch	Volur
Privilege of Advancement	Helmsman
Protector's Warding Aegis	Daevic
Protector's Warding Aegis	Helmsman
Protector's Warding Aegis	Kheshig
Pursuer's Cuffs	Daevic
Pursuer's Cuffs	Eclipse
Pursuer's Cuffs	Guru
Pursuer's Cuffs	Helmsman
Pursuer's Cuffs	Huay
Pursuer's Cuffs	Kheshig
Pursuer's Cuffs	Promethean
Pursuer's Cuffs	Stormbound
Pursuer's Cuffs	Vizier
Pursuer's Cuffs (Akasha Retold)	Daevic
Pursuer's Cuffs (Akasha Retold)	Eclipse
Pursuer's Cuffs (Akasha Retold)	Guru
Pursuer's Cuffs (Akasha Retold)	Helmsman
Pursuer's Cuffs (Akasha Retold)	Huay
Pursuer's Cuffs (Akasha Retold)	Kheshig
Pursuer's Cuffs (Akasha Retold)	Promethean
Pursuer's Cuffs (Akasha Retold)	Stormbound
Pursuer's Cuffs (Akasha Retold)	Vizier
Qitarn's Bladed Eminence	Daevic
Qitarn's Bladed Eminence	Guru
Qitarn's Bladed Eminence	Kheshig
Qitarn's Bladed Eminence	Nexus
Qitarn's Bladed Eminence	Soulforge
Qitarn's Bladed Eminence	Vizier
Qitarn's Staff of Lifting	Nexus
Qitarn's Staff of Lifting	Promethean
Qitarn's Staff of Lifting	Soulforge
Qitarn's Staff of Lifting	Stormbound
Qitarn's Staff of Lifting	Vizier
Radiation Sink	Eclipse
Radiation Sink	Helmsman
Radiation Sink	Huay
Radiation Sink	Lunar
Radiation Sink	Nexus
Radiation Sink	Promethean
Radiation Sink	Vizier
Radiation Sink	Volur
Raiment of Swirling Fog	Stormbound
Raiment of Swirling Fog (Enhanced)	Huay
Raiment of Swirling Fog (Enhanced)	Soulforge
Raiment of Swirling Fog (Enhanced)	Stormbound
Raiment of Swirling Fog (Enhanced)	Volur
Raiments of the Possessing Specter	Eclipse
Raiments of the Possessing Specter	Kheshig
Raiments of the Possessing Specter	Nexus
Raiments of the Possessing Specter	Promethean
Raiments of the Possessing Specter	Vizier
Raiments of the Possessing Specter	Volur
Rapture of the Gods	Daevic
Rapture of the Gods	Guru
Rapture of the Gods	Stormbound
Rapture of the Gods (Enhanced)	Daevic
Rapture of the Gods (Enhanced)	Guru
Rapture of the Gods (Enhanced)	Nexus
Rapture of the Gods (Enhanced)	Soulforge
Rapture of the Gods (Enhanced)	Stormbound
Raven's Talons	Daevic
Raven's Talons	Eclipse
Raven's Talons	Guru
Raven's Talons	Helmsman
Raven's Talons	Nexus
Raven's Talons	Soulforge
Raven's Talons	Vizier
Reactive Tendrils	Daevic
Reactive Tendrils	Eclipse
Reactive Tendrils	Helmsman
Reactive Tendrils	Nexus
Reactive Tendrils	Promethean
Reactor Rods	Daevic
Reactor Rods	Helmsman
Reactor Rods	Nexus
Reactor Rods	Radiant
Reactor Rods	Soulforge
Reactor Rods	Vizier
Reality Splinters	Eclipse
Reality Splinters	Nexus
Reality Splinters	Promethean
Reality Splinters	Vizier
Reaper's Chained Blades	Daevic
Reaper's Chained Blades	Eclipse
Reaper's Chained Blades	Guru
Reaper's Chained Blades	Helmsman
Reaper's Chained Blades	Huay
Reaper's Chained Blades	Nexus
Reaper's Chained Blades	Soulforge
Reaper's Chained Blades	Vizier
Reaper's Scythe	Daevic
Reaper's Scythe	Eclipse
Reaper's Scythe	Guru
Reaper's Scythe	Helmsman
Reaper's Scythe	Huay
Reaper's Scythe	Nexus
Reaper's Scythe	Soulforge
Reaper's Scythe	Vizier
Reaper's Scythe (Enhanced)	Daevic
Reaper's Scythe (Enhanced)	Eclipse
Reaper's Scythe (Enhanced)	Guru
Reaper's Scythe (Enhanced)	Helmsman
Reaper's Scythe (Enhanced)	Huay
Reaper's Scythe (Enhanced)	Nexus
Reaper's Scythe (Enhanced)	Soulforge
Reaper's Scythe (Enhanced)	Vizier
Reaper's Scythe (Retold)	Daevic
Reaper's Scythe (Retold)	Eclipse
Reaper's Scythe (Retold)	Guru
Reaper's Scythe (Retold)	Helmsman
Reaper's Scythe (Retold)	Huay
Reaper's Scythe (Retold)	Nexus
Reaper's Scythe (Retold)	Soulforge
Reaper's Scythe (Retold)	Vizier
Records of Akasha	Vizier
Records of Akasha (Akasha Retold)	Guru
Records of Akasha (Akasha Retold)	Nexus
Records of Akasha (Akasha Retold)	Promethean
Records of Akasha (Akasha Retold)	Radiant
Records of Akasha (Akasha Retold)	Soulforge
Records of Akasha (Akasha Retold)	Vizier
Red's Cloak	Helmsman
Red's Cloak	Huay
Red's Cloak	Lunar
Red's Cloak	Nexus
Red's Cloak	Volur
Reflections of Isolation	Daevic
Reflections of Isolation	Eclipse
Reflections of Isolation	Guru
Reflections of Isolation	Helmsman
Reflections of Isolation	Nexus
Reflections of Isolation	Promethean
Reflections of Isolation	Vizier
Reflections of Isolation	Volur
Regalia of the Fey Lord	Daevic
Regalia of the Fey Lord	Huay
Regalia of the Fey Lord	Nexus
Regalia of the Fey Lord	Stormbound
Regalia of the Timewalker	Eclipse
Regalia of the Timewalker	Guru
Regalia of the Timewalker	Helmsman
Regalia of the Timewalker	Nexus
Regalia of the Timewalker	Promethean
Regalia of the Timewalker	Vizier
Reindeer's Harness	Daevic
Reindeer's Harness	Eclipse
Reindeer's Harness	Helmsman
Reindeer's Harness	Kheshig
Rejection Bindings	Daevic
Rejection Bindings	Eclipse
Rejection Bindings	Guru
Rejection Bindings	Helmsman
Rejection Bindings	Huay
Rejection Bindings	Kheshig
Rejection Bindings	Lunar
Rejection Bindings	Nexus
Rejection Bindings	Promethean
Rejection Bindings	Radiant
Rejection Bindings	Rajah
Rejection Bindings	Soulforge
Rejection Bindings	Stormbound
Rejection Bindings	Vizier
Rejection Bindings	Volur
Retaliatory Swarm	Huay
Retaliatory Swarm	Promethean
Retaliatory Swarm	Radiant
Retaliatory Swarm	Stormbound
Retaliatory Swarm	Vizier
Retaliatory Swarm	Volur
Revenant's Tattered Cloak	Daevic
Revenant's Tattered Cloak	Eclipse
Revenant's Tattered Cloak	Kheshig
Revenant's Tattered Cloak	Nexus
Revenant's Tattered Cloak	Promethean
Revenant's Tattered Cloak	Vizier
Ribbon of Displacement	Eclipse
Ribbon of Displacement	Guru
Ribbon of Displacement	Nexus
Ribbon of Displacement	Promethean
Ribbon of Displacement	Radiant
Ribbon of Displacement	Stormbound
Ribbon of Displacement	Vizier
Ribbon of Displacement	Volur
Ribbon of Displacement (Retold)	Eclipse
Ribbon of Displacement (Retold)	Guru
Ribbon of Displacement (Retold)	Nexus
Ribbon of Displacement (Retold)	Promethean
Ribbon of Displacement (Retold)	Radiant
Ribbon of Displacement (Retold)	Stormbound
Ribbon of Displacement (Retold)	Vizier
Ribbon of Displacement (Retold)	Volur
Rider's Boots	Helmsman
Rider's Boots	Huay
Rider's Boots	Kheshig
Rider's Boots	Stormbound
Rift Shredders	Daevic
Rift Shredders	Eclipse
Rift Shredders	Helmsman
Rift Shredders	Kheshig
Rift Shredders	Nexus
Rift Shredders	Promethean
Rift Shredders	Vizier
Ring of Refraction	Vizier
Ring of the Abjurer	Vizier
Ring of the Abjurer (Akasha Retold)	Vizier
Riot Breaker's Blunderbuss	Daevic
Riot Breaker's Blunderbuss	Helmsman
Riot Breaker's Blunderbuss	Kheshig
Riot Breaker's Blunderbuss	Soulforge
Rites of Hospitality	Guru
Rites of Hospitality	Promethean
Rites of Hospitality	Radiant
Rites of Hospitality	Vizier
Rites of Hospitality	Volur
Riven Darts	Helmsman
Riven Darts	Promethean
Riven Darts	Vizier
Riven Darts (Akasha Retold)	Helmsman
Riven Darts (Akasha Retold)	Promethean
Riven Darts (Akasha Retold)	Vizier
Riving Spike	Eclipse
Riving Spike	Guru
Riving Spike	Soulforge
Riving Spike	Vizier
Riving Spike	Volur
Robe of the Forgotten Deity	Helmsman
Robe of the Forgotten Deity	Huay
Robe of the Forgotten Deity	Promethean
Robe of the Forgotten Deity	Vizier
Robe of the Forgotten Deity	Volur
Robe of the Forgotten Deity (Retold)	Eclipse
Robe of the Forgotten Deity (Retold)	Helmsman
Robe of the Forgotten Deity (Retold)	Nexus
Robe of the Forgotten Deity (Retold)	Promethean
Robe of the Forgotten Deity (Retold)	Vizier
Robe of the Forgotten Deity (Retold)	Volur
Robes of Rewiring	Promethean
Robes of Rewiring	Vizier
Robes of Splintered Light	Daevic
Robes of Splintered Light	Guru
Robes of Splintered Light	Soulforge
Robes of Splintered Light	Vizier
Robes of Splintered Light (Retold)	Daevic
Robes of Splintered Light (Retold)	Guru
Robes of Splintered Light (Retold)	Helmsman
Robes of Splintered Light (Retold)	Kheshig
Robes of Splintered Light (Retold)	Soulforge
Robes of Splintered Light (Retold)	Vizier
Robes of the Crescent Moon	Daevic
Robes of the Crescent Moon	Eclipse
Robes of the Crescent Moon	Guru
Robes of the Crescent Moon	Helmsman
Robes of the Crescent Moon	Huay
Robes of the Crescent Moon	Kheshig
Robes of the Crescent Moon	Lunar
Robes of the Crescent Moon	Nexus
Robes of the Crescent Moon	Promethean
Robes of the Crescent Moon	Radiant
Robes of the Crescent Moon	Rajah
Robes of the Crescent Moon	Soulforge
Robes of the Crescent Moon	Stormbound
Robes of the Crescent Moon	Vizier
Robes of the Crescent Moon	Volur
Robes of the Worldwalker	Guru
Robes of the Worldwalker	Helmsman
Robes of the Worldwalker	Huay
Robes of the Worldwalker	Promethean
Robes of the Worldwalker	Stormbound
Robes of the Worldwalker	Volur
Rod of Command	Daevic
Rod of Command	Eclipse
Rod of Command	Guru
Rod of Command	Helmsman
Rod of Command	Kheshig
Rod of Command	Nexus
Rod of Command	Soulforge
Rod of Command	Stormbound
Rod of Command	Vizier
Ronin's Horo	Daevic
Ronin's Horo	Eclipse
Ronin's Horo	Helmsman
Ronin's Horo	Stormbound
Ronin's Horo	Vizier
Ronin's Horo	Volur
Roshambo	Daevic
Roshambo	Eclipse
Roshambo	Guru
Roshambo	Helmsman
Roshambo	Huay
Roshambo	Kheshig
Roshambo	Lunar
Roshambo	Nexus
Roshambo	Promethean
Roshambo	Radiant
Roshambo	Soulforge
Roshambo	Stormbound
Roshambo	Vizier
Roshambo	Volur
Royal Treasury	Vizier
Royal Treasury (Retold)	Lunar
Royal Treasury (Retold)	Nexus
Royal Treasury (Retold)	Radiant
Royal Treasury (Retold)	Vizier
Royal Treasury (Retold)	Volur
Ruin Treads	Daevic
Ruin Treads	Helmsman
Ruin Treads	Huay
Ruin Treads	Nexus
Ruin Treads	Promethean
Ruin Treads	Stormbound
Runecloth of Doorways	Helmsman
Runecloth of Doorways	Huay
Runecloth of Doorways	Lunar
Runecloth of Doorways	Nexus
Runecloth of Doorways	Promethean
Runecloth of Doorways	Stormbound
Runecloth of Doorways	Vizier
Runecloth of Doorways	Volur
Runecloth of Doorways (Retold)	Helmsman
Runecloth of Doorways (Retold)	Huay
Runecloth of Doorways (Retold)	Lunar
Runecloth of Doorways (Retold)	Nexus
Runecloth of Doorways (Retold)	Promethean
Runecloth of Doorways (Retold)	Radiant
Runecloth of Doorways (Retold)	Stormbound
Runecloth of Doorways (Retold)	Vizier
Runecloth of Doorways (Retold)	Volur
Runes of the Keketar	Nexus
Runes of the Keketar	Promethean
Runes of the Keketar	Vizier
Runic Breastplate	Daevic
Runic Breastplate	Huay
Runic Breastplate	Kheshig
Ruyi Jingu Bang	Daevic
Ruyi Jingu Bang	Guru
Ruyi Jingu Bang	Kheshig
Ruyi Jingu Bang	Radiant
Ruyi Jingu Bang	Soulforge
Sabatons of the Storm	Daevic
Sabatons of the Storm	Kheshig
Sabatons of the Storm	Stormbound
Sabatons of the Storm	Volur
Sable Shots	Eclipse
Sable Shots	Helmsman
Sable Shots	Vizier
Sable Shots (Enhanced)	Eclipse
Sable Shots (Enhanced)	Helmsman
Sable Shots (Enhanced)	Soulforge
Sable Shots (Enhanced)	Vizier
Sable Shots (Retold)	Eclipse
Sable Shots (Retold)	Helmsman
Sable Shots (Retold)	Nexus
Sable Shots (Retold)	Soulforge
Sable Shots (Retold)	Vizier
Safety Glasses	Daevic
Safety Glasses	Eclipse
Safety Glasses	Guru
Safety Glasses	Helmsman
Safety Glasses	Huay
Safety Glasses	Kheshig
Safety Glasses	Lunar
Safety Glasses	Nexus
Safety Glasses	Promethean
Safety Glasses	Radiant
Safety Glasses	Rajah
Safety Glasses	Soulforge
Safety Glasses	Stormbound
Safety Glasses	Vizier
Safety Glasses	Volur
Salvager's Gloves	Daevic
Salvager's Gloves	Eclipse
Salvager's Gloves	Guru
Salvager's Gloves	Helmsman
Salvager's Gloves	Lunar
Salvager's Gloves	Nexus
Salvager's Gloves	Vizier
Sash of Four Seasons	Guru
Sash of Four Seasons	Helmsman
Sash of Four Seasons	Huay
Sash of Four Seasons	Kheshig
Sash of Four Seasons	Lunar
Sash of Four Seasons	Nexus
Sash of Four Seasons	Radiant
Sash of Four Seasons	Stormbound
Sash of Four Seasons	Vizier
Sash of Four Seasons	Volur
Sash of the Dreamwalker	Nexus
Sash of the Dreamwalker	Promethean
Sash of the Dreamwalker	Vizier
Sash of the Dreamwalker	Volur
Scales of the Drake	Daevic
Scales of the Drake	Eclipse
Scales of the Drake	Huay
Scales of the Drake	Kheshig
Scales of the Drake	Nexus
Scales of the Drake	Stormbound
Scales of the Drake	Vizier
Scales of the Drake (Akasha Retold)	Daevic
Scales of the Drake (Akasha Retold)	Eclipse
Scales of the Drake (Akasha Retold)	Huay
Scales of the Drake (Akasha Retold)	Kheshig
Scales of the Drake (Akasha Retold)	Nexus
Scales of the Drake (Akasha Retold)	Stormbound
Scales of the Drake (Akasha Retold)	Vizier
Scarf of Freezing Silk	Huay
Scarf of Freezing Silk	Nexus
Scarf of Freezing Silk	Stormbound
Scarf of Freezing Silk	Vizier
Scarf of Freezing Silk (Akasha Retold)	Huay
Scarf of Freezing Silk (Akasha Retold)	Nexus
Scarf of Freezing Silk (Akasha Retold)	Stormbound
Scarf of Freezing Silk (Akasha Retold)	Vizier
Scarlet Prayer Band	Daevic
Scarlet Prayer Band	Helmsman
Scarlet Prayer Band	Huay
Scarlet Prayer Band	Lunar
Scarlet Prayer Band	Nexus
Scarlet Prayer Band	Vizier
Scarves of the Stranger	Daevic
Scarves of the Stranger	Eclipse
Scarves of the Stranger	Guru
Scarves of the Stranger	Nexus
Scarves of the Stranger	Soulforge
Scarves of the Stranger	Vizier
Scorpiothorax	Daevic
Scorpiothorax	Huay
Scorpiothorax	Promethean
Scorpiothorax	Stormbound
Scythe of the Soul Reaper	Daevic
Scythe of the Soul Reaper	Eclipse
Scythe of the Soul Reaper	Kheshig
Scythe of the Soul Reaper	Nexus
Scythe of the Soul Reaper	Soulforge
Scythe of the Soul Reaper	Vizier
Sea Drake's Talons	Daevic
Sea Drake's Talons	Helmsman
Sea Drake's Talons	Huay
Sea Drake's Talons	Promethean
Sea Drake's Talons (Retold)	Daevic
Sea Drake's Talons (Retold)	Helmsman
Sea Drake's Talons (Retold)	Huay
Sea Drake's Talons (Retold)	Promethean
Sensory Corruption	Promethean
Sensory Corruption	Vizier
Sensory Corruption	Volur
Sentinel's Helm	Daevic
Sentinel's Helm	Eclipse
Sentinel's Helm	Helmsman
Sentinel's Helm	Kheshig
Sentinel's Helm	Promethean
Sentinel's Helm	Vizier
Sentinel's Helm	Volur
Sentinel's Helm (Retold)	Daevic
Sentinel's Helm (Retold)	Eclipse
Sentinel's Helm (Retold)	Guru
Sentinel's Helm (Retold)	Helmsman
Sentinel's Helm (Retold)	Huay
Sentinel's Helm (Retold)	Kheshig
Sentinel's Helm (Retold)	Nexus
Sentinel's Helm (Retold)	Promethean
Sentinel's Helm (Retold)	Radiant
Sentinel's Helm (Retold)	Stormbound
Sentinel's Helm (Retold)	Vizier
Sentinel's Helm (Retold)	Volur
Seppuku	Daevic
Seppuku	Eclipse
Seppuku	Nexus
Seppuku (Enhanced)	Daevic
Seppuku (Enhanced)	Eclipse
Seppuku (Enhanced)	Nexus
Seppuku (Enhanced)	Soulforge
Serene Halo	Guru
Serene Halo	Vizier
Servant's Last Gift	Guru
Servant's Last Gift	Promethean
Servant's Last Gift	Radiant
Servant's Last Gift	Vizier
Servant's Last Gift	Volur
Shackles of Forbidden Action	Daevic
Shackles of Forbidden Action	Eclipse
Shackles of Forbidden Action	Guru
Shackles of Forbidden Action	Kheshig
Shackles of Forbidden Action	Nexus
Shackles of Forbidden Action	Promethean
Shackles of Forbidden Action	Radiant
Shackles of Forbidden Action	Vizier
Shackles of Perdition	Daevic
Shackles of Perdition	Eclipse
Shackles of Perdition	Helmsman
Shackles of Perdition	Huay
Shackles of Perdition	Nexus
Shackles of Perdition	Vizier
Shackles of Perdition (Retold)	Daevic
Shackles of Perdition (Retold)	Eclipse
Shackles of Perdition (Retold)	Helmsman
Shackles of Perdition (Retold)	Huay
Shackles of Perdition (Retold)	Kheshig
Shackles of Perdition (Retold)	Nexus
Shackles of Perdition (Retold)	Stormbound
Shackles of Perdition (Retold)	Vizier
Shadeblink Greaves	Daevic
Shadeblink Greaves	Eclipse
Shadeblink Greaves	Guru
Shadeblink Greaves	Kheshig
Shadeblink Greaves	Nexus
Shadeblink Greaves	Promethean
Shadeblink Greaves	Vizier
Shadeblink Greaves	Volur
Shadestalker Rifle	Daevic
Shadestalker Rifle	Eclipse
Shadestalker Rifle	Helmsman
Shadestalker Rifle	Kheshig
Shadestalker Rifle	Soulforge
Shadowmeld Cuirass	Daevic
Shadowmeld Cuirass	Eclipse
Shadowmeld Cuirass	Kheshig
Shadowmeld Cuirass	Nexus
Shadowmeld Cuirass	Promethean
Shadowmeld Cuirass	Soulforge
Shadowmeld Cuirass	Stormbound
Shadowmeld Cuirass (Akasha Retold)	Daevic
Shadowmeld Cuirass (Akasha Retold)	Eclipse
Shadowmeld Cuirass (Akasha Retold)	Kheshig
